,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
722,"RT @MapesburyScott: 💊 Hard to Swallow Pills:

'#Brexit' - the journey has been a good thing. 

Leave gave the establishment a good kicking,…",Sat,May,18,16,1,0,0,0,1,36,28,yvonne taylor,yvonnet99285976
723,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Sat,May,18,16,0,0,0,0,19,485,1013,Craig Summers,paraskip
724,"💊 Hard to Swallow Pills:

'#Brexit' - the journey has been a good thing. 

Leave gave the establishment a good kicking, 
now BOTH #Labour &amp; #Conservatives are bleeding support.
#Greens polling higher than Tories 
#Labour's 'broad-church' burnt like #NotreDame

#EuropeanElections https://t.co/GWgSWynkwj",Sat,May,18,15,1,0,1,0,1,4129,4917,Scott B,MapesburyScott
725,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Sat,May,18,15,0,0,0,0,19,4261,3494,The Ampers 🇿🇦🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,AmpersUK
726,"RT @bill_ravotti: #Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want s…",Sat,May,18,15,1,0,0,0,7,1525,215,Polly Politics,Polly_Politics
727,"#Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want support for the reception of real refugees.""
🤔 Rutte’s real concern...reputation of the “refugees” and covering-up his colossal mistakes.
#EUElections #ALDE https://t.co/UZL3fjisCc",Sat,May,18,15,1,1,9,0,7,13674,11779,V4 Report,bill_ravotti
728,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Sat,May,18,15,0,0,0,0,19,206,356,Nancy Carpenter,GoldenDragon316
729,"Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explicitly mention those offenses. Rutte considered one of @guyverhofstadt star pupils inside #ALDE.

#EUElections #Visegrad https://t.co/ASo16a2Xy7",Sat,May,18,15,1,1,14,0,19,13674,11779,V4 Report,bill_ravotti
730,"Has there been any Scotland only EU elections polls published? If there are can someone send me a link 😊
#EP2019 #EUelections2019 #Scotland #snp #Brexit #Brexitcast #leave #remain #Labour #BrexitParty #Conservatives #LibDem #Greens #polls #Elections2019",Sat,May,18,12,1,0,0,0,0,110,124,James Moore,30001011nl
731,"RT @bill_ravotti: #Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want s…",Sat,May,18,11,1,0,0,0,11,461,1419,☦️☦️Harley Of Blades ☦️☦️,JackofBlades8
732,@TheGreenParty Like it or not stop voting like an idiot and vote for a party which will help preserve the future for our children and grandchildren! #EUelections2019 #greens,Sat,May,18,9,1,0,1,1,0,3761,4351,Peter Devine,peterdevineManc
733,The stupidest statement possible. And factually wrong #cdu #epp #EuropeanElections #EuropeanElection2019 https://t.co/SUpAhGdU6A,Sat,May,18,9,1,1,2,0,0,2709,756,Carlo Masala,CarloMasala1
734,"Watch this video - Trump's view of the #EUelections2019

#StopBrexitSaveBritain
#BollocksToBrexit
Vote #LibDem
Or #Greens
Or #plaidcymru
Or #snp

https://t.co/jO6RLpnIxo",Sat,May,18,9,1,1,0,0,0,3102,4024,Val 🔶️ 🇪🇺 🇬🇧 #FBPE #RevokeArticle50now,valerimelnyczuk
735,RT @VirgEvans: @Bi99le5 Some of us heard you loud and clear.  Voted Labour as a remain vote in the last GE. Labour have obfuscated. #LibDem…,Sat,May,18,8,0,0,0,0,1,4081,3105,Alan Rodgers #Revocateur #FBPE,Bi99le5
736,@Bi99le5 Some of us heard you loud and clear.  Voted Labour as a remain vote in the last GE. Labour have obfuscated. #LibDems #Greens for the #EUElections2019 sorry to the great Labour MEPs who have stood up for #Remain,Sat,May,18,8,1,0,4,1,1,1218,2676,VirgE🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇸🇧🇪🇩🇪🇮🇪,VirgEvans
737,@duponline #WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy in Bavaria  #EUELECTIONS and the coming rule of #NAZIBavaria and #MANFREDWEBER  #EPP #Bavaria  https://t.co/3D1Pfd3DDF  https://t.co/W0IiNPqd6e,Sat,May,18,7,1,1,0,0,0,1191,4999,stefan kellmer,BavariaWatch
738,@UK_ElectionNews #WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy in Bavaria  #EUELECTIONS and the coming rule of #NAZIBavaria and #MANFREDWEBER  #EPP #Bavaria  https://t.co/3D1Pfd3DDF  https://t.co/W0IiNPqd6e,Sat,May,18,7,1,1,0,0,0,1191,4999,stefan kellmer,BavariaWatch
739,@conspiracyhoax #WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy in Bavaria  #EUELECTIONS and the coming rule of #NAZIBavaria and #MANFREDWEBER  #EPP #Bavaria  https://t.co/3D1Pfd3DDF  https://t.co/W0IiNPqd6e,Sat,May,18,7,1,1,0,0,0,1191,4999,stefan kellmer,BavariaWatch
740,#WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy in Bavaria  #EUELECTIONS and the coming rule of #NAZIBavaria and #MANFREDWEBER  #EPP #Bavaria  https://t.co/3D1Pfd3DDF  https://t.co/W0IiNPqd6e https://t.co/NVUjF3qakf,Sat,May,18,7,1,1,0,0,1,1191,4999,stefan kellmer,BavariaWatch
741,"#EUelections2019 #Remain have dilemma? #Labour or #Greens #JeremyCorbyn just wants a better deal meaning #Brexit Only in the last worst case scenario will they offer #PeoplesVote? (according to leaflet) 

Wish Labour and Greens would get together!
I like both... #SocialistAnyDay https://t.co/X5ccl9m0u7",Sat,May,18,7,1,0,1,1,0,226,245,lydia.thom,thom_lydia
742,"#EUElections2019 #SouthWest Stop #NigelFarage !

2014 #EUElections Votes turnout 37% WTF

#UKIP 484K #GTTO 433K BNP/EDL 50K Total 966K

#Labour 206K #Greens 167K #Libs 160K Total 533K

#ChangeUK Rachel (I'm so Silly) Johnson 

or

#BrexitParty Anne (Right of Atilla Hun)Widdecombe https://t.co/LIvkWYbfhJ",Sat,May,18,7,1,0,0,0,0,226,245,lydia.thom,thom_lydia
743,"@TheGreenParty will roll in to town silently and emission free in big green electric bus... https://t.co/4xQlyPQG19
@juliahilton10 @HastingsGreens @CarolineLucas @jon_bartley #Greens #EUelections2019 @nickperrylibdem #Hastings #Electricbus #environment",Sat,May,18,6,1,1,0,0,1,464,81,HastingsInFocus,Hastingsinfocus
744,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Sat,May,18,6,0,0,0,0,19,373,599,Sophie,Sophie02928895
745,"@POLITICOEurope I would be very proud if that #Timmermans will send to Hell and not to have any Bussels' #EUoffice! 
#Socialists, #communists and any #marxists are #harms to the #mankind!
Vote for a #Christian #Europe on #EP2019 elections! https://t.co/Iavp5ejjlB",Sat,May,18,4,1,0,0,1,0,68,128,Negyeliczky János,NegyeliczkyJ
746,"RT @bill_ravotti: #Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want s…",Sat,May,18,2,1,0,0,0,11,343,356,an Fómhar,anfomhar
747,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Sat,May,18,2,0,0,0,0,19,13674,11779,V4 Report,bill_ravotti
748,"RT @bill_ravotti: #Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want s…",Sat,May,18,2,1,0,0,0,11,13674,11779,V4 Report,bill_ravotti
749,"For those who are still waiting for there polling card ... hoping they arrive in one big, fat, gluttonous mass on Monday.

I'm so chuffed mine arrived yesterday! 

#EUelections2019 
#ThistimeImvoting 
#libdems 
#greens",Fri,May,17,22,1,0,0,0,0,1908,2706,QJumper Petra🔶♻️#RevokeArticle50 🇪🇺🇩🇪🇬🇧🇿🇦,twitpetra1
750,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Fri,May,17,21,0,0,0,0,19,211,46,Victor Sproule,VictorSproule
751,"#ChangeUK=Over before it began
#LibDems=Bollocks to democracy
#Greens=Bonkers policies
#Labour=?
#BrexitParty=A slick tour de force
#SNP=Don’t respect referenda results
#Tories=Need to get their act together

My quick summary of the parties before next week’s #EuropeanElections",Fri,May,17,20,1,0,0,0,0,573,564,David B,haywards_db
752,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Fri,May,17,19,1,0,0,0,9,592,506,Eduard Hulicius,EduardHulicius
753,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Fri,May,17,19,1,0,0,0,9,1110,1095,Marion Jeanne,mj_ue
754,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Fri,May,17,18,0,0,0,0,19,218,286,INoordermeer,INoordermeer
755,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Fri,May,17,18,0,0,0,0,19,773,540,Cassandra Ilion,Cassandra_Ilion
756,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Fri,May,17,18,0,0,0,0,19,2772,2796,margieb,margieblondon
757,"Did the #libdems in the Cotswolds District Council really give themselves an immediate pay rise????? 

#brexit #GREENS #greenparty #leave #EUelections2019 https://t.co/j4n4cfzbVy",Fri,May,17,18,1,0,0,0,0,61,25,bridgeovertheriver....,tripleswimming
758,"The #libdems are the most dangerous Political Party in the U.K. in my opinion. @theGreenParty are correct in that view.  

#EUelections2019 #brexit #Greens #leave https://t.co/4sTsqJ0bcP",Fri,May,17,17,1,0,0,0,0,61,25,bridgeovertheriver....,tripleswimming
759,"RT @bill_ravotti: #Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want s…",Fri,May,17,17,1,0,0,0,11,1442,495,Jo Kerp🔴,JoKer33817736
760,"RT @bill_ravotti: Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explici…",Fri,May,17,17,0,0,0,0,19,2333,2020,Chris Wisniewski,ChrisWisniewsk1
761,"#Rutte not too concerned w-victims of crimes; instead, he worried about the “image this creates”, adding that “You want support for the reception of real refugees.""
🤔 Rutte’s real concern...reputation of the “refugees” and covering-up his colossal mistakes.
#EUElections #ALDE https://t.co/UZL3fjisCc",Fri,May,17,17,1,1,8,0,11,13674,11779,V4 Report,bill_ravotti
762,"Cover-ups included murder, manslaughter, rape/sexual abuse of children, but ministry did not find it necessary to explicitly mention those offenses. Rutte considered one of @guyverhofstadt star pupils inside #ALDE.
After this, Benelux feminist is finished.
#EUElections #Visegrad https://t.co/UZL3fjisCc",Fri,May,17,17,1,1,16,0,19,13674,11779,V4 Report,bill_ravotti
763,"People everywhere changing their vote for the Greens. Because of our policies.
#VoteGreen2019
#EUelections2019
#Greens
#Brexit
#ClimateEmergency

https://t.co/kdg9npQXMx",Fri,May,17,15,1,1,0,0,0,842,580,North Tyneside Borough Green Party,GreenPartyNT
764,"RT @tripleswimming: A vote for #Labour is a vote to #Remain IN the #EU. 

#brexit #libdems #greens #SNP #EUelections2019 https://t.co/Wl83i…",Fri,May,17,15,1,0,0,0,1,296,402,Dave Ware,Ware52
765,"A vote for #Labour is a vote to #Remain IN the #EU. 

#brexit #libdems #greens #SNP #EUelections2019 https://t.co/Wl83iORoK3",Fri,May,17,15,1,0,0,0,1,61,25,bridgeovertheriver....,tripleswimming
766,"RT @lunaperla: @ShaunBaileyUK @jcm247 You Tories opened the door to all of that and worse with your Tory psychodrama: #Brexit.

Do the righ…",Fri,May,17,15,1,0,0,0,3,3262,4986,Paul John Davies #removeRutnamsKCB,pauljohndavies
767,Shooting for the #Greens 🎥 #EUelections2019 💚 Remember to #vote 💚 https://t.co/pylowbyuUL https://t.co/36VvMqgy7e,Fri,May,17,14,1,1,0,0,0,161,1000,Ivo Corda,ivocorda
768,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Fri,May,17,14,1,0,0,0,9,1175,749,Christian Hügel,ChHuegel
769,RT @MikeShaugh: The ReCommonsEurope Manifesto: A Left-Wing Initiative in Europe https://t.co/k7HWDG80aM #green #greens #GreenParty #Europea…,Fri,May,17,14,1,1,0,0,1,237,237,Mike Shaughnessy,MikeShaugh
770,"RT @auslandsinfo: Possible scenarios for #EuropeanElections2019: English version of #EPP Barometer by @AguirreOl , @KASonline now online: h…",Fri,May,17,14,1,0,0,0,3,87,203,Dominik Grobien,Grobien64
771,"RT @auslandsinfo: Possible scenarios for #EuropeanElections2019: English version of #EPP Barometer by @AguirreOl , @KASonline now online: h…",Fri,May,17,14,1,0,0,0,3,15221,494,Adenauer-Stiftung,KASonline
772,The ReCommonsEurope Manifesto: A Left-Wing Initiative in Europe https://t.co/k7HWDG80aM #green #greens #GreenParty #EuropeanElections2019 #EuropeanElection2019 #ecosocialism #Feminism #environmentaljustice https://t.co/m2rjWFtB94,Fri,May,17,13,1,1,0,0,1,237,237,Mike Shaughnessy,MikeShaugh
773,"RT @mmuk59: #Remainers in

#Labour 
#Greens
#LibDems 
#Conservatives 

EU-Japan dates:

Joint Declaration 1991
Action Plan 2001 
Free Trade…",Fri,May,17,13,1,0,0,0,2,17,108,Malcolm Shaw,speedmerchants
774,"RT @VisegradInsight: 'No matter the scenario, @EPP is likely to come out on top, though in some cases with a much smaller margin'. Find mor…",Fri,May,17,13,0,0,0,0,2,12368,1388,Visegrad Insight,VisegradInsight
775,"RT @lunaperla: @ShaunBaileyUK @jcm247 You Tories opened the door to all of that and worse with your Tory psychodrama: #Brexit.

Do the righ…",Fri,May,17,12,1,0,0,0,3,4458,4993,judy mcdowell,jcm247
776,"RT @lunaperla: @ShaunBaileyUK @jcm247 You Tories opened the door to all of that and worse with your Tory psychodrama: #Brexit.

Do the righ…",Fri,May,17,12,1,0,0,0,3,6818,7499,Just_Clive,Just_Clive
777,"@ShaunBaileyUK @jcm247 You Tories opened the door to all of that and worse with your Tory psychodrama: #Brexit.

Do the right thing while you still can: #StopBrexitSaveBritain

#EUelections2019 #ThisTimeImVoting for a party that puts country before party #LibDems #Greens or #ChangeUK-TIG https://t.co/HlNmxKnNgl",Fri,May,17,11,1,0,2,1,3,8764,8533,KT #Ode2Joy Parker🐬,lunaperla
778,RT @BritishBC: Who will get your vote on Thursday? #EUElections2019 #LiberalDemocrats #Labour #ChangeUK #Conservative #UKIP #BrexitParty #G…,Fri,May,17,11,1,0,0,0,1,1278,782,Benjamin Carpenter 🔶,BritishBC
779,"In today's press conference, Dutch PM Mark #Rutte (#ALDE) takes a different stance towards #EUelections2019 as he did before. Whereas he first called the #EU elections ""unimportant"", today he said: ""Please go vote, whatever party, to decide Europe's destiny. Every vote counts."" https://t.co/1mQ684pVux",Fri,May,17,11,1,0,1,0,0,86,348,Jules Ortjens,ortjens
780,"RT @ECFRBerlin: The “grand coalition” of the #EPP and #SD will no longer have a majority of MEPs in the European Parliament. In fact, this…",Fri,May,17,11,1,0,0,0,3,2832,274,Josef Janning,JJ52
781,"RT @ECFRBerlin: The “grand coalition” of the #EPP and #SD will no longer have a majority of MEPs in the European Parliament. In fact, this…",Fri,May,17,11,1,0,0,0,3,16132,8203,Daniel Keohane,KeohaneDan
782,"RT @euobs: [Interview] The far-left #GUENGL group in the #EuropeanParliament is also projected to lose seats, dropping from 52 to 46, after…",Fri,May,17,11,1,0,0,0,2,51641,2434,Janez Janša,JJansaSDS
783,"RT @ECFRBerlin: The “grand coalition” of the #EPP and #SD will no longer have a majority of MEPs in the European Parliament. In fact, this…",Fri,May,17,11,1,0,0,0,3,3895,1173,Almut Möller,almutmoeller
784,"The “grand coalition” of the #EPP and #SD will no longer have a majority of MEPs in the European Parliament. In fact, this grand coalition was dominated by #Germany, as #CDUCSU and #SPD made up most of the members. @simonjhix #EuropeanElections2019 https://t.co/vFoGJ0800e",Fri,May,17,10,1,0,3,0,3,4756,1441,ECFR Berlin,ECFRBerlin
785,"RT @euobs: [Interview] The far-left #GUENGL group in the #EuropeanParliament is also projected to lose seats, dropping from 52 to 46, after…",Fri,May,17,10,1,0,0,0,2,211,736,Christine McCue,CymraegChris
786,"[Interview] The far-left #GUENGL group in the #EuropeanParliament is also projected to lose seats, dropping from 52 to 46, after the #EuropeanElections.
https://t.co/vsihHoxR8Z",Fri,May,17,10,1,1,3,0,2,190576,6779,EUobserver,euobs
787,"RT @auslandsinfo: Possible scenarios for #EuropeanElections2019: English version of #EPP Barometer by @AguirreOl , @KASonline now online: h…",Fri,May,17,10,1,0,0,0,3,681,1228,KAS Lebanon,KAS_Lebanon
788,Who will get your vote on Thursday? #EUElections2019 #LiberalDemocrats #Labour #ChangeUK #Conservative #UKIP #BrexitParty #Greens #SNP #Plaid #DUP 🗳 🇪🇺 🇬🇧,Fri,May,17,10,1,0,0,0,1,1278,782,Benjamin Carpenter 🔶,BritishBC
789,@Skeptickler @RooBubba @arobertwebb @UKLabour @jeremycorbyn @Keir_Starmer @johnmcdonnellMP I don't trust #libdems or #ChangeUK but my life long @UKLabour supporting husband cast his #EP2019 postal vote for #greens and unless l hear @jeremycorbyn supporting either #PeoplesVote or #RevokeArticle50 I'll also vote for @TheGreenParty. I refuse to vote for rightwing #Brexit,Fri,May,17,9,1,0,0,1,0,934,648,Minnie rolfe,Minnierolfe1
790,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Fri,May,17,9,1,0,0,0,9,359,331,Frank Burgdörfer 🇪🇺,f_burgdoerfer
791,"RT @VisegradInsight: 'No matter the scenario, @EPP is likely to come out on top, though in some cases with a much smaller margin'. Find mor…",Fri,May,17,8,0,0,0,0,2,6150,234,Marcin Zaborowski,MaZaborowski
792,"'No matter the scenario, @EPP is likely to come out on top, though in some cases with a much smaller margin'. Find more at the last #EPP Party Barometer: https://t.co/CqIuLbNBhT @KASonline 

#EP2019 #Futures scenarios: https://t.co/6VuiOu3Nly @wprzybylski @MaZaborowski https://t.co/qrT976SXtX",Fri,May,17,8,1,1,2,0,2,12368,1388,Visegrad Insight,VisegradInsight
793,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Fri,May,17,8,1,0,0,0,9,1234,1461,Dirk Gotink,DirkGotink
794,"RT @ALDEParty: This time I’m voting:

☑ to #RenewEurope
☑ to make Europe up-to-date
☑ for a Europe of freedom, prosperity, stability
☑ for…",Fri,May,17,7,1,0,0,0,17,11,70,neil bowerman,neil_bowerman
795,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Fri,May,17,7,1,0,0,0,23,2573,3589,Madeleine Litchfield #FBPE #NHSLove #WATON,MadsEmail
796,"@IanDunt ?
#EUElections2019 can be won

probably by #EPP (#Cameron pulled #Tories out to join extreme right-wing ##ECR)

or more and more likeky by

#SocialDemocrats #PES which include #Labour

#MEPs will then vote on who will replace #Juncker

THE PERSON WHO WILL NEGOTIATE #BREXIT!!!",Fri,May,17,5,1,0,0,1,0,2105,4031,Geoff Gibas #FBPE #ProPeopleProEurope,ggibas1
797,"Possible scenarios for #EuropeanElections2019: English version of #EPP Barometer by @AguirreOl , @KASonline now online: https://t.co/mnOBRl64vq https://t.co/bgzKekogGf",Fri,May,17,5,1,1,5,0,3,2564,471,International Reports,auslandsinfo
798,".

I'm ex Libdem and #FundingFarage and #BrexitParty 

#Remainers

#Labour
#Greens 
#Libdems
#Conservative 

If you also respect 🇬🇧 Democracy and want to restore it to 🇬🇧 do the same and then

Vote @brexitparty_uk 
Today for 🇬🇧 Democracy Tomorrow

#EUelections2019 &amp; GE

. https://t.co/6aGU5fiGr9",Fri,May,17,5,1,1,1,0,0,116,48,Minuteman-UK 🇬🇧,mmuk59
799,"https://t.co/1Bj0bSRQ38 #Greens #Gruenen #GroenLinks

Why is this coming out days before the #EUelections2019 ?",Fri,May,17,4,1,1,0,0,0,330,780,The Global Spring,TheGlobalSpring
800,RT @DelorsBerlin: Who will be nominated to become the next #Commission #President? Our latest #ChartOfTheWeek shows that #ALDE and the #EPP…,Fri,May,17,2,1,0,0,0,15,894,3515,Henry C. Reese,PRORE
801,"Poll by YouGove and @thetimes: the #remain party #LiberalDemocrats jump ahead of Labour in the latest European Election poll. Surreal numbers.

#BrexitParty: 35%
#LibDems: 16%
#Labour: 15%
#Greens: 10%
#Conservatives: 9%
#ChangeUK: 5%

#EuropeanElections #EuropeanElections2019",Fri,May,17,0,1,0,0,0,0,2026,760,Michiel Willems,michielwil
802,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,20,1,0,0,0,23,1027,2110,Scribbler Griff,Maxmycat
803,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,20,1,0,0,0,23,3079,3750,SteWig,stefwig
804,"I'm supporting pro-EU parties in the UK!

 #FHPD #EP2019 
#LibDems #Greens https://t.co/V4rNJa1coC",Thu,May,16,19,1,0,4,0,1,5596,5918,Pope John Precedo 🇪🇺 #FBPE 🇬🇧🇪🇺🇬🇧,ReplabJohn
805,"#Remainers in

#Labour 
#Greens
#LibDems 
#Conservatives 

EU-Japan dates:

Joint Declaration 1991
Action Plan 2001 
Free Trade May 27, 2016
Signed 17th July 2018

#EU &amp; Japan actively working against 🇬🇧

Vote @brexitparty_uk 
Today for 🇬🇧 Democracy Tomorrow

#EUelections2019 https://t.co/Iw6jl6tIty",Thu,May,16,19,1,1,8,0,2,116,48,Minuteman-UK 🇬🇧,mmuk59
806,"@TimmermansEU @spdde @PES_PSE I didn't see you tweeting during the #tvduell? How did you do this without a mobile?
#Europawahl2019 #EP2019 #epp",Thu,May,16,19,1,0,0,1,0,43,232,__ATOMIC_RELAXED (IFB) 🚫 #Artikel13 #no13,AtomicRelaxed
807,"RT @ChambersofJD: I'm joining my fellow #EUElections2019 MEP Candidates on the #Greens #StopBrexitBus at East Grinstead!
💚
#VoteGreen2019 &amp;…",Thu,May,16,19,1,0,0,0,5,229,99,Kim Mortimer,Mortimer4Kim
808,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,18,1,0,0,0,23,229,99,Kim Mortimer,Mortimer4Kim
809,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Thu,May,16,18,1,0,0,0,9,16132,8203,Daniel Keohane,KeohaneDan
810,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Thu,May,16,18,1,0,0,0,9,194,351,Kuzev,PKuzev
811,"RT @AguirreOl: #EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likel…",Thu,May,16,18,1,0,0,0,9,1667,1591,Ch. Christiaens,chchristiaens
812,"#EPP barometer before #EP2019
Three different scenarios with/without UK
Many uncertainties but some tendencies:
1. EPP likely strongest
2. No left-liberal majority
3. Far-right stronger but 63-69% seats for moderate forces
https://t.co/z2JBrnMHxe
@KeohaneDan @DirkGotink @mj_ue https://t.co/uNsUTJYR7A",Thu,May,16,18,1,1,10,0,9,454,647,Olaf Wientzek,AguirreOl
813,@TheGreenParty consistently says people didn't know what they were voting for with the EU referendum. Funny that because no one I speak to can name the two leaders. I'll bet 98% of voters don't know their names let alone their policies #EuropeanElections #Greens #climatechange,Thu,May,16,18,1,0,0,0,0,1939,1423,He paints in Norfolk,norfolkpainter
814,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,17,1,0,0,0,23,221,753,Marc🙂x,m_palumbo_
815,9/9 Ms Hewertson shows ignorance of #ChangeUK aims. They oppose #Brexit but blame #EUreferendum vote on unjust #Tory social policies not on EU. #Brexitcentral stoops low to propagate these honest but immature reflections. vote #LibDem  #Greens  or #ChangeUK in #EUElections,Thu,May,16,17,1,0,0,1,0,81,241,Denzil Roderick Dunnett,DenzilDunnett
816,"RT @ChambersofJD: The #Greens #StopBrexitBus drives on through the South East with our hopefully 
future Prime Minister @CarolineLucas !

#…",Thu,May,16,17,1,0,0,0,3,7176,1060,Shahrar Ali,ShahrarAli
817,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,17,1,0,0,0,23,13755,1170,Keith Taylor MEP,GreenKeithMEP
818,.@sianberry deputy leader of @TheGreenParty said in an interview on @BBCNews that #Remain vote is not being split. The Remain vote in #EuropeanElections is absolutely being split between #Greens @LibDems &amp; @ForChange_Now. I'm undecided between Greens &amp; #LibDems for my vote,Thu,May,16,16,1,0,0,0,0,702,1008,Kay🏳️‍🌈💜🇬🇧🇪🇺,kay_1773
819,RT @PetteriOrpo: Good luck to #EurovisionDebate @ManfredWeber @EPP! 👍 European Commission needs a President who values the diversity of Eur…,Thu,May,16,16,1,0,0,0,30,3237,3245,Timo Waris,TimoWaris
820,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,16,1,0,0,0,23,659,1050,Doug Clinton,dclinton
821,"RT @ChambersofJD: The #Greens #StopBrexitBus drives on through the South East with our hopefully 
future Prime Minister @CarolineLucas !

#…",Thu,May,16,15,1,0,0,0,3,2900,2056,South East Greens,SEGreenParty
822,"The #Greens #StopBrexitBus drives on through the South East with our hopefully 
future Prime Minister @CarolineLucas !

#VoteGreen2019 #EUelections2019 https://t.co/fwYibdKtx1",Thu,May,16,15,1,0,5,0,3,1541,1520,Jan Doerfel Chambers,ChambersofJD
823,"RT @ALDEParty: This time I’m voting:

☑ to #RenewEurope
☑ to make Europe up-to-date
☑ for a Europe of freedom, prosperity, stability
☑ for…",Thu,May,16,15,1,0,0,0,17,820,21,Daughter Zhivago ⭐⭐,DaughterZhivago
824,"https://t.co/ZeegQdqaNA #EuropeanElections2019 #EUCO #EUCommission #EUelections2019 #EuropeofAllPeoples #FutureofEurope #AnotherEurope #Greens #GroenLinks #Gruenen #selfdetermination #GiletsJaunes

The Lisbon Treaty centralised power in Europe

Reform the #EU, rescind the treaty",Thu,May,16,14,1,1,0,0,2,330,780,The Global Spring,TheGlobalSpring
825,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,14,1,0,0,0,23,1605,2074,Jag Sandhu,jagsandhu2001
826,RT @SEGreenParty: #Greens electric #StopBrexitBus is at FOREST ROW with @wealdengp! Drop by &amp; meet our #EUElections2019 candidates 4 @SEGre…,Thu,May,16,13,1,0,0,0,23,331,674,Rhydd Pugh,Rhyddian
